,AM.AD.1,AM.AD.2,AM.AD.3,AM.AD.4,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Thermincola,0,0,0,0,0,2,0,18,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitobacterium,1,0,25,0,13,3,3,35,14,0,0,0,0,6,6,3,0,10,0,4,0,3,0,0,3,0,0,5,0,3,0,1,5,0,0,0,0,0,0,0,0,86,172,126,121,105,156,187,165,270,86,209,198,96,271,250,126,83,53,81,131,162,58,66,146,80,101,224,53,61,97,69,78,107,190,58,41,48,102,295,156,36,78,88,95,142,117,102,95,192,399,229,115,230,59,87,69,135,139,397,149,221,244,125,91,293,72,179,167,152,84,208,98,188,160,204,114,108,300,101,252,152,321,84,182,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotomaculum,2,0,1,0,7,5,7,6,10,2,0,2,0,0,0,0,0,10,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,167,105,113,88,141,134,208,270,94,215,196,99,236,207,122,71,60,80,152,197,52,66,124,90,98,230,72,60,104,72,62,128,189,54,38,56,97,264,154,38,72,93,119,126,120,94,67,184,328,244,122,188,60,85,77,134,132,350,191,153,244,131,77,262,81,197,196,125,82,103,136,169,165,207,109,101,339,102,215,161,290,97,225,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelotomaculum,0,0,2,4,8,3,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,131,100,98,81,102,98,95,205,51,157,173,73,155,200,61,52,25,60,87,101,47,42,91,63,55,166,36,35,70,42,37,61,92,39,31,29,66,180,113,23,42,57,50,84,152,72,58,156,241,151,85,166,45,71,83,99,93,317,80,169,162,69,51,265,35,142,109,79,82,49,76,124,121,145,65,55,292,42,126,95,224,43,123,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finegoldia,9,2,8,68,109,172,0,0,8,0,27,0,0,8,0,12,0,0,89,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,239,0,106,260,74,121,373,273,203,542,516,143,380,209,284,281,307,165,93,89,142,164,442,81,100,146,163,154,267,222,146,307,152,135,311,393,74,30,88,105,459,432,56,95,165,263,104,136,188,64,245,464,382,164,273,108,120,63,165,272,402,170,178,345,358,209,305,170,200,343,403,85,223,238,154,346,662,247,183,789,230,424,460,381,125,160,496,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptoniphilus,0,4,0,7,0,12,51,0,56,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,9,0,67,272,73,97,83,120,143,393,621,131,313,226,285,213,172,186,67,62,98,187,568,69,83,142,142,114,208,179,117,309,133,238,197,354,51,41,58,103,488,507,64,96,158,176,77,120,192,437,179,841,425,118,156,102,64,255,147,211,403,154,537,394,319,188,246,133,160,335,346,93,589,189,93,328,667,203,129,623,216,438,473,401,155,129,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parvimonas,0,4,8,7,14,12,8,0,40,4,5,0,0,9,0,0,0,22,0,0,4,0,0,8,0,3,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,81,196,100,98,80,124,141,307,437,121,356,205,273,254,227,146,73,56,117,157,400,63,67,168,137,119,201,198,138,241,121,127,247,390,43,23,85,97,426,283,55,102,124,118,80,140,184,50,182,338,412,144,196,82,75,36,150,217,358,154,3599,382,409,202,372,124,197,317,370,80,116,145,108,325,584,204,189,876,198,409,410,374,73,179,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Anaerococcus,0,10,6,24,0,22,25,0,21,0,14,0,0,8,3,10,8,0,0,11,0,0,0,0,3,1,0,0,9,0,0,0,4,0,0,0,4,0,46,65,11,241,381,183,276,256,310,422,968,842,332,673,389,601,498,652,294,197,190,279,315,761,183,201,359,296,288,593,397,290,508,285,243,524,815,118,60,165,241,901,536,106,168,353,435,252,239,356,115,422,840,732,263,351,203,175,121,353,490,652,392,650,676,766,371,598,248,786,621,784,161,359,333,315,671,1473,510,325,1565,403,990,842,714,203,354,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52,41,44,37,56,58,67,115,34,75,81,47,94,92,47,30,25,29,55,65,27,26,56,28,35,79,27,27,45,28,24,45,70,22,25,24,38,81,39,17,32,30,33,43,38,43,37,86,119,68,46,76,23,36,30,52,47,126,58,72,107,40,30,226,24,73,64,44,33,46,41,55,61,76,42,20,184,38,80,60,95,44,90,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophothermus,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,35,57,33,44,45,50,91,28,62,82,31,84,80,36,21,16,27,47,48,21,23,37,30,32,69,15,20,38,22,19,26,62,21,12,22,34,73,32,15,23,32,36,40,37,38,17,69,107,60,36,69,20,32,31,42,40,145,41,45,88,40,31,83,28,49,50,43,27,26,27,57,52,65,31,22,129,23,76,45,85,21,57,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcaceae,46,173,404,842,133,331,172,293,527,96,172,258,67,392,110,82,56,258,150,162,128,152,147,38,72,20,140,148,62,117,90,46,276,39,15,65,151,248,186,148,762,462,2377,2551,667,321,601,525,2815,2430,1761,1464,1784,729,4672,1461,1846,373,624,807,1916,2609,271,325,1474,1032,712,1627,1123,416,1012,842,1045,1098,1720,834,674,374,907,2711,1752,406,900,1474,2507,668,985,821,1080,919,4849,2678,720,2585,492,941,752,1045,1528,2719,2753,2552,2457,2143,807,3727,1288,3156,1570,2000,1531,2141,1829,1812,2260,2778,1368,1568,6902,1287,2434,1608,2596,423,1201,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filifactor,0,0,8,6,0,0,0,0,7,0,0,0,0,8,0,7,0,0,0,0,4,0,6,0,0,7,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,92,209,108,116,105,121,188,404,462,135,247,171,124,256,283,192,77,46,101,207,387,61,75,184,113,105,236,110,89,169,153,144,145,248,97,54,51,99,346,362,49,72,134,215,362,151,148,303,174,531,338,116,165,74,78,133,164,182,391,123,225,350,241,135,188,130,200,262,227,90,358,200,168,272,437,180,124,435,184,293,292,333,159,159,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporacetigenium,69,45,594,561,76,134,29,0,510,6,295,242,6,105,25,42,63,260,11,217,82,51,15,6,12,22,43,280,6,59,9,7,142,33,58,34,27,12,0,27,38,198,366,1028,444,833,208,1704,2732,15250,528,452,665,320,3003,468,199,328,383,282,290,1052,67,251,970,454,197,844,317,132,5494,462,1956,485,1181,720,208,778,395,1217,971,563,827,410,2745,226,6786,342,130,512,4091,2278,270,1279,177,346,700,316,1914,1186,8544,430,709,617,766,442,396,878,1320,487,974,1348,5060,1933,904,1774,404,1360,997,495,548,489,1292,156,729,1932,3,0,17,0,0,0,1,28,37,2,1,2,5,1,7,1,1,0,0,0,0,0,5,29,19,0,1,0,3,0,3,5,0,3,0,2,3,60,2,3,12,15,2,0,3,0,7,18,2,1,28,0,3,1,4,0,2,0,0,0,0,11,9,1,71,0,15,0,0,10,6,3,13,7,0,3,0,0,5,0,4,0,0,1,0,12,39,20,2,1,17,9,49,6,1,3,0,0,3,0,14,31,6,3,10,17,5,3,2,9,3,14,19,3,2,0,1,3,0,2,10,0,0,3,0,29,1,14,2,0,9,0,1,1,0,26,8,2,4,0,5,7,0,1,0,0,0,1,1,1,0,4,3,1
Peptostreptococcus,14,16,47,11,27,66,42,0,158,6,0,40,2,19,7,23,60,35,18,33,1,10,4,0,7,3,94,4,18,20,0,4,8,19,37,28,4,0,0,52,4,178,517,198,199,170,321,496,873,1091,334,744,438,302,604,494,360,163,260,276,649,1515,132,138,333,409,336,560,282,204,442,293,221,413,725,144,114,137,236,688,768,99,180,656,902,421,257,314,204,344,860,718,226,332,179,189,191,699,478,689,838,665,632,624,275,509,376,762,580,892,192,826,871,515,600,1395,406,470,989,448,551,717,764,351,572,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliobacterium,0,0,2,0,0,8,5,0,18,0,0,15,0,8,0,0,0,12,11,0,0,17,0,4,0,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,125,399,228,205,159,265,232,177,493,102,353,437,178,431,388,129,130,51,121,156,236,95,97,220,157,139,352,91,82,163,91,96,104,262,82,69,72,152,427,223,62,132,135,100,186,277,168,122,352,656,448,243,455,88,160,109,218,275,829,289,397,421,194,126,716,66,298,239,180,153,73,133,263,252,367,179,148,731,103,359,231,685,100,238,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnospiraceae,4204,6902,25728,35950,46738,170719,6422,4951,32350,6070,13545,15261,7802,17522,5538,3205,2745,32046,18753,12948,6352,15978,4829,1302,8669,1176,6490,11831,4593,8559,3201,1496,6613,6042,4811,2401,3033,212,6,764,1604,64021,133530,99966,24505,64641,160716,77516,150842,110402,58013,99176,67049,17752,194388,68408,141737,24708,32300,43482,103623,561290,9435,43776,114327,66247,76741,71639,47146,42602,258976,72660,113231,157589,292262,62086,20032,24346,66334,176657,167530,17453,34239,588958,253923,107251,102295,36392,81202,444540,280657,407000,97688,109105,88000,46820,67126,96023,193387,230944,225865,164248,322492,122447,66326,142639,120630,214049,308427,577301,60672,142371,239749,144156,723953,261623,297360,271979,188551,358276,154335,822690,142844,70628,106683,255933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oribacterium,9,2,24,53,30,48,11,49,68,4,6,18,4,7,3,12,21,11,16,22,9,25,4,2,23,4,15,18,35,0,10,9,39,5,0,8,11,0,0,0,0,583,993,746,588,469,979,1079,1738,1660,813,1231,1450,439,1889,1625,899,473,232,550,1230,1395,273,378,1424,424,594,1435,412,498,653,532,462,891,1573,484,275,263,717,1754,1761,254,527,913,921,887,563,576,674,929,2363,1759,702,1150,379,501,410,1095,942,2225,1045,1305,1464,909,509,1850,681,2138,1079,1138,483,1002,1108,1887,1205,1761,810,805,2832,728,1492,1310,1878,471,1235,2279,3,11,3,0,0,1,0,2,3,0,7,0,11,2,1,0,0,2,1,0,0,0,0,20,1,4,5,1,0,0,1,9,0,0,6,5,0,6,0,2,1,3,2,0,1,7,1,9,18,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,3,4,0,0,0,1,0,2,0,10,0,1,1,13,29,38,0,0,0,0,0,2,3,0,8,0,2,5,6,2,0,4,12,0,0,0,2,11,5,2,2,2,0,0,1,0,0,0,4,1,1,3,2,5,9,4,0,0,0,0,5,0,0,43,0,0,1,0,1,0,0,0,7,1,0,0,0,1,1,5,0,0
Coprococcus,2952,3110,4252,16118,4765,16443,2344,1732,8889,2771,2131,9531,1125,5325,6686,1841,797,14968,3024,4610,2711,4475,536,679,4077,633,1358,6216,1656,1534,886,487,2382,764,772,1397,1621,60,3,504,312,18010,62207,57446,9878,21992,23391,66416,41214,176414,21503,35383,20859,9005,97846,91140,30173,21179,6044,71723,60133,77971,9155,7606,51004,28596,29686,80333,13226,25063,16883,16190,19184,94661,56625,15615,7479,5488,21803,51272,115219,21309,48198,134074,51407,75855,10340,34371,28391,78166,173219,253623,17625,51735,44414,29645,20392,29903,49221,46280,47629,54961,196043,75198,26688,69547,27626,72439,66867,81990,19246,52983,52847,39963,88337,95426,46940,104141,29643,62518,86632,40087,69788,21621,56196,328005,37,8,86,32,31,32,63,55,27,14,26,33,66,80,57,50,21,65,21,5,17,1,32,150,37,30,339,13,10,16,9,26,27,67,63,50,42,198,83,36,30,88,20,60,32,41,80,106,141,192,128,33,54,18,22,33,36,56,0,17,14,83,48,40,56,225,201,7,33,4,6,47,75,45,11,46,33,13,795,207,115,325,36,8,4,63,536,168,223,65,225,358,69,23,11,57,10,238,140,330,49,256,42,22,44,89,63,5,872,231,258,354,145,41,15,59,26,16,76,122,37,14,19,50,24,160,48,61,28,1,16,41,51,32,5,270,16,20,20,29,12,41,18,20,651,52,13,32,43,10,38,8,4,5
Roseburia,1555,3644,26717,20443,7115,20263,1208,1798,13030,4073,1039,7967,1128,4675,7089,4255,1306,4454,10276,16032,5563,12530,1154,1023,2782,2397,2396,2509,2848,7163,2889,2505,1293,614,36165,4127,4847,219,0,182,235,29609,612886,37103,42975,30353,27397,71088,267341,52650,181864,94757,30363,3633,99917,46773,84576,16508,8139,44018,63586,105821,12579,28032,68122,67656,26123,91057,44944,25277,35377,37046,28330,64858,137864,33981,16021,9050,74558,129532,324116,17412,39796,85643,116999,104873,41491,21769,61139,77755,195943,215649,44473,111414,35527,92510,63697,184972,266725,47099,57947,29987,182451,59910,34259,182787,110341,360560,275755,117534,47389,666747,482839,46521,42622,231620,66929,115014,64678,159992,109712,159544,97203,68665,501248,402181,74,159,194,99,184,49,117,262,85,112,194,36,299,51,56,254,88,116,139,2,124,94,46,94,221,73,193,196,257,78,102,116,361,171,107,132,100,359,29,168,30,301,105,89,23,414,181,1677,447,823,43,20,36,15,15,75,200,43,165,109,170,185,10,349,66,215,38,67,8,30,6,73,200,325,112,414,132,58,3019,126,129,236,195,26,38,318,2913,1524,335,171,30,117,166,132,105,257,287,230,131,387,117,192,303,123,522,315,241,83,617,869,115,524,123,337,3999,313,16,150,220,172,150,42,72,412,194,734,44,98,41,145,130,434,343,499,31,421,66,133,49,128,164,157,204,106,833,91,27,46,43,75,76,304,82,247
Catonella,21,19,32,87,24,91,50,77,179,15,25,47,12,60,20,28,29,61,40,34,18,18,3,10,51,4,20,21,55,17,57,10,37,17,27,8,42,0,0,0,0,464,551,349,293,207,537,822,1333,956,602,780,655,166,1261,944,654,278,172,410,606,1431,120,233,855,219,423,824,275,303,411,378,380,490,1472,401,126,167,618,1087,1521,125,274,825,1319,561,296,326,568,403,1764,1292,299,505,266,256,235,842,752,837,725,544,734,692,290,815,668,1139,773,1157,258,793,826,1146,949,2151,599,889,1662,835,1019,957,1192,382,659,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
